USERNAME,TIME,REVIEW,text_clean,text_normalized,label
Maghrib Razak,8 months ago,"Best place, Malaysians must come looking for perfume. Perfect price and smells great. Lots of free gifts âœ¨âœ¨",best place malaysians must come looking for perfume perfect price and smells great lots of free gifts âœ âœ,best place malaysians must come looking for perfume perfect price and smells great lots of free gifts âœ âœ,Positif
Vinny Kartika,8 months ago,"The staff is very cherrfully, very friendly. Lovee staff hmns GIâ¤ï¸â¤ï¸â¤ï¸ðŸ«°ðŸ»ðŸ«°ðŸ»ðŸ«°ðŸ»ðŸ«°ðŸ»ðŸ«°ðŸ»ðŸ«°ðŸ»ðŸ«°ðŸ»the fragrance is really nice city series, recommended by sis dewiðŸ¥°ðŸ¥° â€¦",the staff is very cherrfully very friendly lovee staff hmns giâ ï â ï â ï ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ the fragrance is really nice city series recommended by sis dewiðÿ ðÿ â,the staff is very cherrfully very friendly lovee staff hmns giâ ï â ï â ï ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ the fragrance is really nice city series recommended by sis dewiðÿ ðÿ â,Positif
Melinda,8 months ago,Having a great experience here with Hafis. Heâ€™s very helpful and knowledgeable about the product. Ended buying 1 juta here.,having a great experience here with hafis heâ s very helpful and knowledgeable about the product ended buying juta here,having a great experience here with hafis heâ s very helpful and knowledgeable about the product ended buying juta here,Positif
Shaharani Trimaulina,8 months ago,Perfume recommendationðŸ‘ðŸ»ðŸ«¶ðŸ» â€¦,perfume recommendationðÿ ðÿ ðÿ ðÿ â,perfume recommendationðÿ ðÿ ðÿ ðÿ â,Netral
Dina Arianti,8 months ago,"Very friendly service, bestðŸ¥°ðŸ’—ðŸ™Œ â€¦",very friendly service bestðÿ ðÿ ðÿ œ â,very friendly service bestðÿ ðÿ ðÿ œ â,Positif
Qaiser Faris,8 months ago,Unique scents and value for money,unique scents and value for money,unique scents and value for money,Positif
Daniel Azim,8 months ago,"Had a superb experience at the offline store. Hafis is friendly, helpful and assisted with our purchased really well.",had a superb experience at the offline store hafis is friendly helpful and assisted with our purchased really well,had a superb experience at the offline store hafis is friendly helpful and assisted with our purchased really well,Positif
Sharifah Hass,8 months ago,"The scents here are very similar to some higher end perfumes. My favourite was Alpha (for males) and Darker Shade of Orgasm. The shop is easy to find, and the two ladies serving me were very helpful, warm and cheerful! Thank you.",the scents here are very similar to some higher end perfumes my favourite was alpha for males and darker shade of orgasm the shop is easy to find and the two ladies serving me were very helpful warm and cheerful thank you,the scents here are very similar to some higher end perfumes my favourite was alpha for males and darker shade of orgasm the shop is easy to find and the two ladies serving me were very helpful warm and cheerful thank you,Positif
Mullah zebra,8 months ago,Best and friendly service thank youhhhhh,best and friendly service thank youhh,best and friendly service thank youhh,Positif
Annatasha Mohamad Fathie,8 months ago,The employees are friendly and helpful. Hopefully they open a branch in Malaysia.,the employees are friendly and helpful hopefully they open a branch in malaysia,the employees are friendly and helpful hopefully they open a branch in malaysia,Positif
Aziem Mohamad,8 months ago,All Sales person friendly and helpful â¤ï¸,all sales person friendly and helpful â ï,all sales person friendly and helpful â ï,Positif
Emma,8 months ago,All the staff are friendly and helpful!! Lovee,all the staff are friendly and helpful lovee,all the staff are friendly and helpful lovee,Positif
Man Man,8 months ago,"Amazing selection of perfumes, from classics to rare finds. Staff are friendly, knowledgeable, and genuinely helpful. Walked out with a scent I love and so many compliments since!",amazing selection of perfumes from classics to rare finds staff are friendly knowledgeable and genuinely helpful walked out with a scent i love and so many compliments since,amazing selection of perfumes from classics to rare finds staff are friendly knowledgeable and genuinely helpful walked out with a scent i love and so many compliments since,Positif
Derich Aunawi,8 months ago,"Bought 3 diffusers, all of them are delicious + all the staff are professionalâœ‹ðŸ» highly recommended to try! â€¦",bought diffusers all of them are delicious all the staff are professionalâœ ðÿ highly recommended to try â,bought diffusers all of them are delicious all the staff are professionalâœ ðÿ highly recommended to try â,Positif
dewankesenian sabang,8 months ago,The smell is luxurious and the service is extraordinary... her smile makes us want to buy another perfume... one test is not enough,the smell is luxurious and the service is extraordinary her smile makes us want to buy another perfume one test is not enough,the smell is luxurious and the service is extraordinary her smile makes us want to buy another perfume one test is not enough,Netral
Ramadhany Anastasya,8 months ago,"Wow, thank you darling for giving a good explanation.. and the scent can really be compared to other products.. my intention was just to accompany you shopping, but I also bought the best one hahaha",wow thank you darling for giving a good explanation and the scent can really be compared to other products my intention was just to accompany you shopping but i also bought the best one hahaha,wow thank you darling for giving a good explanation and the scent can really be compared to other products my intention was just to accompany you shopping but i also bought the best one,Positif
Aiman Hiu,8 months ago,Perfume smells amazing for the price. Definitely worth the buy!,perfume smells amazing for the price definitely worth the buy,perfume smells amazing for the price definitely sepadan the buy,Positif
Melissa Nabila Rosmin,8 months ago,"came all the way from malaysia to jakarta just for HMNS, and it was totally worth it! the store smells amazing, staffs were very friendly, helped me find the perfect scent! love the sleek packaging too! cant wait to come back",came all the way from malaysia to jakarta just for hmns and it was totally worth it the store smells amazing staffs were very friendly helped me find the perfect scent love the sleek packaging too cant wait to come back,came all the way from malaysia to jakarta just for hmns and it was totally sepadan it the store smells amazing staffs were very friendly helped me find the perfect scent love the sleek kemasan too cant wait to come back,Positif
Hafizah Jin,8 months ago,Really like the smell of Orgsm & untitle human 02,really like the smell of orgsm untitle human,really like the smell of orgsm untitle human,Netral
Sadik Said,8 months ago,Good customer service. Nice perfumes. Definitely coming back,good customer service nice perfumes definitely coming back,good customer service nice perfumes definitely coming back,Positif
Rezal Rumit,8 months ago,"Good product, unique fragrance, always popular",good product unique fragrance always popular,good product unique fragrance always popular,Positif
Susan Kenedy,8 months ago,Very friendly staff â¤ï¸â¤ï¸,very friendly staff â ï â ï,very friendly staff â ï â ï,Positif
lingling is,8 months ago,"Nice perfume,nice service by Mr nichol and ms Devi.",nice perfume nice service by mr nichol and ms devi,nice perfume nice service by mr nichol and ms devi,Positif
Qayyum Zainal,8 months ago,Mbak dewi and mas nichol was really helpful and thoughtful.,mbak dewi and mas nichol was really helpful and thoughtful,mbak dewi and mas nichol was really helpful and thoughtful,Positif
Faezul,8 months ago,Friendly staff,friendly staff,friendly staff,Positif
kevin surya,8 months ago,"Very friendly service, no need to ask about quality ðŸ«°ðŸ«¶ðŸ«¶ â€¦",very friendly service no need to ask about quality ðÿ ðÿ ðÿ â,very friendly service no need to ask about quality ðÿ ðÿ ðÿ â,Positif
Mich N,8 months ago,Rike was patient and efficient in her service. Counter is also very conveniently located in Grand Indo.,rike was patient and efficient in her service counter is also very conveniently located in grand indo,rike was patient and efficient in her service counter is also very conveniently located in grand indo,Netral
Putri Tia Anggraini,8 months ago,"Very nice, friendly, helped by Mr. Nichol, very cool",very nice friendly helped by mr nichol very cool,very nice friendly helped by mr nichol very cool,Positif
